,,,Ksenia's TRUE count,Roy's True count,Ksenia's != Roy's
Qd2#,Qf3#,Qf3#,FALSE,FALSE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Rxf8#,Rxf8#,Rxf8#,TRUE,TRUE,TRUE
Qh2#,,garbage,FALSE,FALSE,TRUE
Qhh1#,Qh1#,Qh1#,FALSE,FALSE,TRUE
Rxc1#,Rxc1#,Rxc1#,TRUE,TRUE,TRUE
d7#,d7#,d7#,TRUE,TRUE,TRUE
Qh6#,Qh6#,Qh6#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxf1#,Qxf1#,Qxf1#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qb8#,Qb8#,Qb8#,TRUE,TRUE,TRUE
Rxe1#,Rxe1#,Rxe1#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Bg3#,Qf2#,Qf2#,FALSE,FALSE,TRUE
Qxe2#,Qxe2#,Qxe2#,TRUE,TRUE,TRUE
Qd7#,,garbage,FALSE,FALSE,TRUE
Rxd1#,Rxd1#,Rxd1#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Rg8#,Qe7#,Qe7#,FALSE,FALSE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Rexe6#,Rexe6#,Rexe6#,TRUE,TRUE,TRUE
Qxe1#,Qxe1#,Qxe1#,TRUE,TRUE,TRUE
Qf1#,Qf1#,Qf1#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Nf3#,,garbage,FALSE,FALSE,TRUE
Rxf3#,Qd3#,Qd3#,FALSE,FALSE,TRUE
Qxf6#,Qxf6#,Qxf6#,TRUE,TRUE,TRUE
Qa2#,Qa2#,Qa2#,TRUE,TRUE,TRUE
Nf7#,Nf7#,Nf7#,TRUE,TRUE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Rh7#,Rh7#,Rh7#,TRUE,TRUE,TRUE
Rxe1#,Rxe1#,Rxe1#,TRUE,TRUE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qxe7#,Qxe7#,Qxe7#,TRUE,TRUE,TRUE
Qa8#,Qa8#,Qa8#,TRUE,TRUE,TRUE
Nxa7#,Qc7#,Qc7#,FALSE,FALSE,TRUE
Qd2#,,garbage,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qh6#,Qh6#,Qh6#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qe7#,Qe7#,Qe7#,TRUE,TRUE,TRUE
Qxc6#,Qxc6#,Qxc6#,TRUE,TRUE,TRUE
Rxh6#,Rxh6#,Rxh6#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Qxd8#,Qxd8#,Qxd8#,TRUE,TRUE,TRUE
Qxh7#,,garbage,FALSE,FALSE,TRUE
Bxf2#,Bxf2#,Bxf2#,TRUE,TRUE,TRUE
Ne5#,Nxh8#,Nxh8#,FALSE,FALSE,TRUE
Qxd3#,,garbage,FALSE,FALSE,TRUE
Qb2#,Qb2#,Qb2#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qd4#,Qd4#,Qd4#,TRUE,TRUE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qxc4#,,garbage,FALSE,FALSE,TRUE
Qxd5#,Qxd5#,Qxd5#,TRUE,TRUE,TRUE
Rxd8#,Rxd8#,Rxd8#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Rg8#,Rg8#,Rg8#,TRUE,TRUE,TRUE
Qd7#,Bc4#,Bc4#,FALSE,FALSE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Nf2#,Nf2#,Nf2#,TRUE,TRUE,TRUE
Qh6#,Qh7#,Qh7#,FALSE,FALSE,TRUE
d2#,d2#,d2#,TRUE,TRUE,TRUE
Qb3#,Qc3#,Qc3#,FALSE,FALSE,TRUE
Qxc7#,Qe8#,Qe8#,FALSE,FALSE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxb6#,Qxb6#,Qxb6#,TRUE,TRUE,TRUE
Bg6#,Bf3#,Bf3#,FALSE,FALSE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Rc3#,Qc3#,Qc3#,FALSE,FALSE,TRUE
Qg2#,Qh1#,Qh1#,FALSE,FALSE,TRUE
Qg8#,Qg8#,Qg8#,TRUE,TRUE,TRUE
Qb6#,Qb6#,Qb6#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Nxh7#,Nxh7#,Nxh7#,TRUE,TRUE,TRUE
Qf2#,,garbage,FALSE,FALSE,TRUE
Qxh3#,,garbage,FALSE,FALSE,TRUE
Qb2#,Qb2#,Qb2#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Rf4#,Qg5#,Qg5#,FALSE,FALSE,TRUE
Rxg8#,Rxg8#,Rxg8#,TRUE,TRUE,TRUE
Rxh7#,Rxh7#,Rxh7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qa1#,Qa1#,Qa1#,TRUE,TRUE,TRUE
Qd1#,Qc1#,Qc1#,FALSE,FALSE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Qe7#,Qe7#,Qe7#,TRUE,TRUE,TRUE
Qh3#,,garbage,FALSE,FALSE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Re2#,,garbage,FALSE,FALSE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Bxc4#,,garbage,FALSE,FALSE,TRUE
Qxe7#,,garbage,FALSE,FALSE,TRUE
b5#,Qb4#,Qb4#,FALSE,FALSE,TRUE
Qxe7#,Qxe7#,Qxe7#,TRUE,TRUE,TRUE
Rd2#,Qd1#,Qd1#,FALSE,FALSE,TRUE
Qg1#,Qg1#,Qg1#,TRUE,TRUE,TRUE
Rb5#,Rb5#,Rb5#,TRUE,TRUE,TRUE
Rxd8#,Rxd8#,Rxd8#,TRUE,TRUE,TRUE
Re2#,Re2#,Re2#,TRUE,TRUE,TRUE
Qb1#,Qb1#,Qb1#,TRUE,TRUE,TRUE
Qg1#,Rh1#,Rh1#,FALSE,FALSE,TRUE
Qg4#,Qg4#,Qg4#,TRUE,TRUE,TRUE
Qa5#,Qa5#,Qa5#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxd1#,Qxd1#,Qxd1#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Rh6#,Rh6#,Rh6#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qe2#,Qe2#,Qe2#,TRUE,TRUE,TRUE
Rh2#,Rf1#,Rf1#,FALSE,FALSE,TRUE
Qc2#,Qc2#,Qc2#,TRUE,TRUE,TRUE
Rd1#,,garbage,FALSE,FALSE,TRUE
Ra1#,Ra1#,Ra1#,TRUE,TRUE,TRUE
Ba3#,Rh1#,Rh1#,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Qcc1#,Qcc1#,Qcc1#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Rxd5#,Rxd5#,Rxd5#,TRUE,TRUE,TRUE
Qh3#,Qh3#,Qh3#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Rhd7#,Rh8#,Rh8#,FALSE,FALSE,TRUE
Qb5#,Qb5#,Qb5#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Qh4#,Qh4#,Qh4#,TRUE,TRUE,TRUE
f4#,f4#,f4#,TRUE,TRUE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qxg5#,Qxg5#,Qxg5#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxe7#,Qxe7#,Qxe7#,TRUE,TRUE,TRUE
Qxg1#,,garbage,FALSE,FALSE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxf3#,Qg3#,Qg3#,FALSE,FALSE,TRUE
Qg5#,Qg5#,Qg5#,TRUE,TRUE,TRUE
Qh4#,Qh4#,Qh4#,TRUE,TRUE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Ra8#,Ra8#,Ra8#,TRUE,TRUE,TRUE
Rcg2#,Rcg2#,Rcg2#,TRUE,TRUE,TRUE
Rf2#,Rf2#,Rf2#,TRUE,TRUE,TRUE
Qg4#,g3#,g3#,FALSE,FALSE,TRUE
Nxc6#,,garbage,FALSE,FALSE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qb3#,Bc6#,Bc6#,FALSE,FALSE,TRUE
Ra2#,Ra2#,Ra2#,TRUE,TRUE,TRUE
Qe7#,,garbage,FALSE,FALSE,TRUE
Qxd8#,Qxd8#,Qxd8#,TRUE,TRUE,TRUE
Qxg5#,,garbage,FALSE,FALSE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Rb8#,Rb8#,Rb8#,TRUE,TRUE,TRUE
Re5#,Re5#,Re5#,TRUE,TRUE,TRUE
Qxb6#,,garbage,FALSE,FALSE,TRUE
Qa8#,Qa8#,Qa8#,TRUE,TRUE,TRUE
Qxf1#,Qxf1#,Qxf1#,TRUE,TRUE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Rd8#,Rd8#,Rd8#,TRUE,TRUE,TRUE
Rd8#,Rb8#,Rb8#,FALSE,FALSE,TRUE
Rxd8#,Rxd8#,Rxd8#,TRUE,TRUE,TRUE
Qg7#,Qf8#,Qf8#,FALSE,FALSE,TRUE
Bg5#,Qe8#,Qe8#,FALSE,FALSE,TRUE
Qxf6#,Qxf6#,Qxf6#,TRUE,TRUE,TRUE
Qb3#,Qb2#,Qb2#,FALSE,FALSE,TRUE
Rxe8#,Rxe8#,Rxe8#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qa8#,Qa8#,Qa8#,TRUE,TRUE,TRUE
Qxg4#,,garbage,FALSE,FALSE,TRUE
Qxb2#,,garbage,FALSE,FALSE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qf4#,Nxf2#,Nxf2#,FALSE,FALSE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Ra4#,Ra4#,Ra4#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rxd8#,Rxd8#,Rxd8#,TRUE,TRUE,TRUE
Bf6#,Bf6#,Bf6#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxb4#,Qxb4#,Qxb4#,TRUE,TRUE,TRUE
Qxf4#,Qd4#,Qd4#,FALSE,FALSE,TRUE
Qaa7#,Qa7#,Qa7#,FALSE,FALSE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Rxg7#,Rxg7#,Rxg7#,TRUE,TRUE,TRUE
Rb8#,Rb8#,Rb8#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxf8#,Qxf8#,Qxf8#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Nf6#,Qh7#,Qh7#,FALSE,FALSE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qd1#,Qd1#,Qd1#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Ng6#,Ng6#,Ng6#,TRUE,TRUE,TRUE
R1d7#,R1d7#,d7#,TRUE,FALSE,FALSE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qh4#,Qh4#,Qh4#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qe3#,Qe3#,Qe3#,TRUE,TRUE,TRUE
Nxd6#,Nxd6#,Nxd6#,TRUE,TRUE,TRUE
d8=Q#,d8=Q#,Rc8#,TRUE,FALSE,FALSE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxe2#,,garbage,FALSE,FALSE,TRUE
Qxc2#,Qxc2#,Qxc2#,TRUE,TRUE,TRUE
Qe8#,Qf7#,Qf7#,FALSE,FALSE,TRUE
c8=Q#,Rb8#,Rb8#,FALSE,FALSE,TRUE
Qxf1#,,garbage,FALSE,FALSE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qe6#,Qe6#,Qe6#,TRUE,TRUE,TRUE
Qg4#,Qh1#,Qh1#,FALSE,FALSE,TRUE
Qxc8#,Qb7#,Qb7#,FALSE,FALSE,TRUE
Rb8#,Ra8#,Ra8#,FALSE,FALSE,TRUE
Qxb2#,Qxb2#,Qxb2#,TRUE,TRUE,TRUE
Qxc6#,Qc7#,Qc7#,FALSE,FALSE,TRUE
f6#,Qd6#,Qd6#,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qh5#,Qh5#,Qh5#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxe1#,Qxe1#,Qxe1#,TRUE,TRUE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qh2#,,garbage,FALSE,FALSE,TRUE
Qh6#,Qh6#,Qh6#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qxe1#,Qxe1#,Qxe1#,TRUE,TRUE,TRUE
Ra6#,Ra6#,Ra6#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rxd8#,,garbage,FALSE,FALSE,TRUE
Qb2#,Qb2#,Qb2#,TRUE,TRUE,TRUE
Qd2#,Qd3#,Qd3#,FALSE,FALSE,TRUE
Qxe2#,,garbage,FALSE,FALSE,TRUE
Qf6#,Qf6#,Qf6#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qxb2#,Qxb2#,Qxb2#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Rd2#,,garbage,FALSE,FALSE,TRUE
Rg8#,Rg8#,Rg8#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxb7#,Qxb7#,Qxb7#,TRUE,TRUE,TRUE
Qh3#,Qh3#,Qh3#,TRUE,TRUE,TRUE
Ne3#,Qg1#,Qg1#,FALSE,FALSE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Rh5#,Rh5#,Rh5#,TRUE,TRUE,TRUE
Rf7#,Qxe8#,Qxe8#,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Be5#,Qe7#,Qe7#,FALSE,FALSE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Qxb8#,Qxb8#,Qxb8#,TRUE,TRUE,TRUE
Rf8#,Rf8#,Rf8#,TRUE,TRUE,TRUE
Qc5#,,garbage,FALSE,FALSE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Re8#,Re8#,Re8#,TRUE,TRUE,TRUE
Qgg1#,Qgg1#,Qgg1#,TRUE,TRUE,TRUE
Qb6#,Qg5#,Qg5#,FALSE,FALSE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Rxb1#,Rxb1#,Rxb1#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rf7#,,garbage,FALSE,FALSE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Rg8#,Rg8#,Rg8#,TRUE,TRUE,TRUE
Rg1#,Rag1#,Rag1#,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qh5#,Qh5#,Qh5#,TRUE,TRUE,TRUE
Qf1#,Qe1#,Qe1#,FALSE,FALSE,TRUE
Qxd8#,Qxd8#,Qxd8#,TRUE,TRUE,TRUE
Qg3#,Qg3#,Qg3#,TRUE,TRUE,TRUE
Qh5#,Qh5#,Qh5#,TRUE,TRUE,TRUE
Qe1#,Qe1#,Qe1#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Rxf7#,Rxf7#,Rxf7#,TRUE,TRUE,TRUE
Rxh7#,Rxh7#,Rxh7#,TRUE,TRUE,TRUE
b5#,Qb5#,Qb5#,FALSE,FALSE,TRUE
Rc8#,Rc8#,Rc8#,TRUE,TRUE,TRUE
Qd8#,,garbage,FALSE,FALSE,TRUE
Qxe7#,Qxe7#,Qxe7#,TRUE,TRUE,TRUE
Bxf7#,Bxf7#,Bxf7#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Rf8#,Rf8#,Rf8#,TRUE,TRUE,TRUE
Qf7#,Qf7#,Qf7#,TRUE,TRUE,TRUE
Rdg7#,Rdg7#,Rdg7#,TRUE,TRUE,TRUE
Rxe1#,Qd3#,Qd3#,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qf1#,Qf1#,Qf1#,TRUE,TRUE,TRUE
Bg4#,Bg4#,Bg4#,TRUE,TRUE,TRUE
Rb6#,Rb6#,Rb6#,TRUE,TRUE,TRUE
Rf8#,Bb5#,Bb5#,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Qxc2#,Qxc2#,Qxc2#,TRUE,TRUE,TRUE
Rxb1#,Rxb1#,Rxb1#,TRUE,TRUE,TRUE
Qxh7#,Qg6#,Qg6#,FALSE,FALSE,TRUE
Qxf5#,Qe3#,Qe3#,FALSE,FALSE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Qxe1#,Qxe1#,Qxe1#,TRUE,TRUE,TRUE
Qxb2#,Qxb2#,Qxb2#,TRUE,TRUE,TRUE
Rh6#,Rh6#,Rh6#,TRUE,TRUE,TRUE
Rd7#,,garbage,FALSE,FALSE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Qg2#,Qg2#,Qg2#,TRUE,TRUE,TRUE
Bf6#,Rh7#,Rh7#,FALSE,FALSE,TRUE
Rxa7#,Rxa7#,Rxa7#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qg8#,Qg8#,Qg8#,TRUE,TRUE,TRUE
Ra8#,Qa8#,Qa8#,FALSE,FALSE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qg4#,Qh6#,Qh6#,FALSE,FALSE,TRUE
Qxg6#,Qxg6#,Qxg6#,TRUE,TRUE,TRUE
Qh4#,Qh4#,Qh4#,TRUE,TRUE,TRUE
Rh1#,Rh1#,Rh1#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Ra7#,Ra7#,Ra7#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Re1#,Re1#,Re1#,TRUE,TRUE,TRUE
Qf8#,Qd8#,Qd8#,FALSE,FALSE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Rh7#,Rh7#,Rh7#,TRUE,TRUE,TRUE
Qb4#,Qb4#,Qb4#,TRUE,TRUE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Qc8#,Qc8#,Qc8#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Bc5#,Bc5#,Bc5#,TRUE,TRUE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Qd2#,Qd2#,Qd2#,TRUE,TRUE,TRUE
Bf5#,Qe8#,Qe8#,FALSE,FALSE,TRUE
Qc8#,Qc8#,Qc8#,TRUE,TRUE,TRUE
Qxd5#,Qxd5#,Qxd5#,TRUE,TRUE,TRUE
Re1#,,garbage,FALSE,FALSE,TRUE
Ne7#,Qg7#,Qg7#,FALSE,FALSE,TRUE
Qh1#,Qg1#,Qg1#,FALSE,FALSE,TRUE
Rb5#,Rc5#,Rc5#,FALSE,FALSE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qxe8#,Qxe8#,Qxe8#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Ne3#,Ne3#,Ne3#,TRUE,TRUE,TRUE
Rh8#,Rh8#,Rh8#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qg6#,Qg6#,Qg6#,TRUE,TRUE,TRUE
Qh1#,Qh1#,Qh1#,TRUE,TRUE,TRUE
Qxf6#,Qxf6#,Qxf6#,TRUE,TRUE,TRUE
Qf2#,Qf2#,Qf2#,TRUE,TRUE,TRUE
Rf8#,Rf8#,Rf8#,TRUE,TRUE,TRUE
Qxc3#,Qxc3#,Qxc3#,TRUE,TRUE,TRUE
Bd3#,,garbage,FALSE,FALSE,TRUE
Qxe8#,Qxe8#,Qxe8#,TRUE,TRUE,TRUE
Qe6#,Qe6#,Qe6#,TRUE,TRUE,TRUE
Qe6#,Qe6#,Qe6#,TRUE,TRUE,TRUE
Qxe1#,Qxe1#,Qxe1#,TRUE,TRUE,TRUE
Qe8#,Qe8#,Qe8#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Rh3#,Rh3#,Rh3#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Qd5#,Qd5#,Qd5#,TRUE,TRUE,TRUE
Qf8#,Q3f7#,f7#,FALSE,FALSE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qg3#,Qg3#,Qg3#,TRUE,TRUE,TRUE
Qxg7#,Qxg7#,Qxg7#,TRUE,TRUE,TRUE
Rh2#,Rh2#,Rh2#,TRUE,TRUE,TRUE
Re4#,Qd1#,Qd1#,FALSE,FALSE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qxf2#,Qxf2#,Qxf2#,TRUE,TRUE,TRUE
Rxe7#,Rxe7#,Rxe7#,TRUE,TRUE,TRUE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Rd1#,Rd1#,Rd1#,TRUE,TRUE,TRUE
Qg7#,Qxh7#,Qxh7#,FALSE,FALSE,TRUE
Rxf8#,Rxf8#,Rxf8#,TRUE,TRUE,TRUE
c8=Q#,c8=Q#,garbage,TRUE,FALSE,FALSE
Qxf7#,Qxf7#,Qxf7#,TRUE,TRUE,TRUE
Qxa7#,Qxa7#,Qxa7#,TRUE,TRUE,TRUE
Qxh2#,,garbage,FALSE,FALSE,TRUE
Bxc3#,Qg6#,Qg6#,FALSE,FALSE,TRUE
Qh2#,Qh2#,Qh2#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qxh7#,Qxh7#,Qxh7#,TRUE,TRUE,TRUE
Qb6#,Qa1#,Qa1#,FALSE,FALSE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Ra7#,Ra7#,Ra7#,TRUE,TRUE,TRUE
Qxc7#,Qxc7#,Qxc7#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qb7#,Qxc6#,Qxc6#,FALSE,FALSE,TRUE
Qxf1#,Qxf1#,Qxf1#,TRUE,TRUE,TRUE
Qh8#,Qh8#,Qh8#,TRUE,TRUE,TRUE
Qc3#,Qc3#,Qc3#,TRUE,TRUE,TRUE
Qg7#,Qg7#,Qg7#,TRUE,TRUE,TRUE
Qh7#,Qh7#,Qh7#,TRUE,TRUE,TRUE
Qxg2#,,garbage,FALSE,FALSE,TRUE
Qb4#,c4#,c4#,FALSE,FALSE,TRUE
Qd6#,,garbage,FALSE,FALSE,TRUE
