,outputs_0,outputs_1,outputs_2,outputs_3,outputs_4,outputs_5,final_output
1333,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1334,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1335,Qe3#,Qe3#,Qe3#,Qe3#,Qe3#,Qe3#,Qe3#
1336,Ne4#,Ne4#,garbage,Ne4#,Ne4#,Ne4#,Ne4#
1337,Rxa3#,Rxa3#,garbage,garbage,Rxa3#,garbage,Rxa3#
1338,garbage,Qxc1#,Qxc1#,Qxc1#,Qxc1#,Qxc1#,Qxc1#
1339,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#,garbage,Rb8#
1340,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
1341,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#,Qxf2#
1342,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1343,Rg5#,Rg5#,Rg5#,Rg5#,Rg5#,Rg5#,Rg5#
1344,garbage,Qd8#,Qd8#,garbage,garbage,Qd8#,Qd8#
1345,garbage,garbage,Qxa1#,Qxa1#,garbage,garbage,Qxa1#
1346,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#
1347,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1348,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1349,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1350,Qe2#,Qe2#,Qe2#,Qe2#,Qe2#,Qe2#,Qe2#
1351,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#
1352,Rc1#,Rc1#,Rc1#,Rc1#,garbage,Rc1#,Rc1#
1353,h2#,garbage,h2#,garbage,h2#,h2#,h2#
1354,Re1#,Re1#,Re1#,Re1#,Rxe1#,Re1#,Re1#
1355,garbage,Rh1#,Rh1#,Rh1#,garbage,garbage,Rh1#
1356,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#
1357,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1358,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#
1359,Qd2#,Qd2#,Qd2#,Qd2#,Qd2#,Qd2#,Qd2#
1360,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
1361,Qg3#,Qg3#,Qg3#,Qg3#,Qg3#,Qg3#,Qg3#
1362,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1363,Qxc7#,Qxc7#,Qxc7#,Qxc7#,Qxc7#,Qxc7#,Qxc7#
1364,Qxc7#,garbage,Qxc7#,Qb7#,Qb7#,Qb7#,Qxc7#
1365,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1366,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#
1367,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1368,exf3#,garbage,garbage,garbage,garbage,exf3#,exf3#
1369,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1370,Ra3#,Rf1#,Rf1#,Rf1#,Rf1#,Ra3#,Ra3#
1371,Qh3#,Rh1#,garbage,garbage,garbage,Rh1#,Qh3#
1372,Qxg7#,garbage,Qxg7#,garbage,Qxg7#,Qxg7#,Qxg7#
1373,Qxg7#,garbage,garbage,Qxg7#,Qxg7#,garbage,Qxg7#
1374,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#
1375,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1376,garbage,garbage,garbage,Be2#,garbage,Be2#,Be2#
1377,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1378,Bf3#,Bf3#,Bf3#,Bf3#,Bf3#,Bf3#,Bf3#
1379,Qxa8#,Qxa8#,Qxa8#,Qxa8#,Qxa8#,Qxa8#,Qxa8#
1380,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#
1381,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#
1382,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#
1383,Qg5#,Qg5#,Qg5#,Qg5#,Qg5#,Qg5#,Qg5#
1384,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#
1385,Nxf2#,Nxf2#,Nxf2#,garbage,garbage,garbage,Nxf2#
1386,Qxd7#,Qxd7#,garbage,Qxd7#,Qxd7#,garbage,Qxd7#
1387,Qxc7#,Qxc7#,Qxc7#,Qxc7#,Qxc7#,Qxc7#,Qxc7#
1388,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1389,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1390,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1391,Qh5#,Qg6#,Qh5#,Qh5#,Qg6#,Qh5#,Qh5#
1392,Qb1#,Qb1#,Qb1#,Rb1#,Qb1#,garbage,Qb1#
1393,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
1394,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1395,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
1396,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#
1397,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,garbage,Qh1#
1398,garbage,Qd2#,Qd2#,Qc4#,Qc4#,garbage,Qd2#
1399,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1400,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#
1401,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#
1402,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1403,garbage,Qb2#,garbage,garbage,Qb2#,garbage,Qb2#
1404,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1405,Bf4#,garbage,Bf4#,Qc2#,Qc2#,Qc2#,Bf4#
1406,Rc5#,Rb5#,Rc5#,Rb5#,e6#,Rb5#,Rc5#
1407,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1408,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1409,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#
1410,garbage,Qh7#,garbage,Qh7#,garbage,Qh7#,Qh7#
1411,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1412,garbage,garbage,garbage,garbage,Rh2#,garbage,Rh2#
1413,garbage,garbage,Qxb2#,Qxb2#,Qxb2#,garbage,Qxb2#
1414,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#,Qc7#
1415,Qxg6#,Qxg6#,Qxg6#,Qxg6#,Qxg6#,Qxg6#,Qxg6#
1416,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1417,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#
1418,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1419,garbage,garbage,Qg4#,Qg4#,Qg4#,garbage,Qg4#
1420,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1421,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1422,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1423,Rh7#,Rh7#,Rh7#,garbage,Rh7#,Qe8#,Rh7#
1424,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#
1425,Qd8#,garbage,garbage,Qd8#,Qd8#,garbage,Qd8#
1426,Qb7#,Qxc7#,Qcxc7#,garbage,Qxc7#,Qb7#,Qb7#
1427,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#
1428,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#
1429,garbage,garbage,garbage,garbage,Rd4#,garbage,Rd4#
1430,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1431,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
1432,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
1433,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#
1434,Rxe1#,Rxe1#,Rxe1#,garbage,garbage,Rxe1#,Rxe1#
1435,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1436,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1437,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1438,b2#,Rd1#,Rd1#,Rd1#,b2#,Rd1#,b2#
1439,Qb4#,Qb4#,Qb4#,Qb4#,Qb4#,Qb4#,Qb4#
1440,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#
1441,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1442,Ra3#,Ra3#,Ra3#,Ra3#,Ra3#,Ra3#,Ra3#
1443,Qh6#,Rf7#,Qh6#,Qh6#,Qg6#,Rg6#,Qh6#
1444,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#
1445,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1446,Rxg3#,garbage,Rxg3#,Rxg3#,Rxg3#,garbage,Rxg3#
1447,Qf4#,garbage,Qf4#,garbage,garbage,Qf4#,Qf4#
1448,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#
1449,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1450,Qg2#,Qg2#,garbage,garbage,Qg2#,Qg2#,Qg2#
1451,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1452,Qxe3#,Qxe3#,Qxe3#,Qxe3#,Qxe3#,Qxe3#,Qxe3#
1453,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1454,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#
1455,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#
1456,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1457,Qxb2#,Qxb2#,Qxb2#,garbage,Qxb2#,Qxb2#,Qxb2#
1458,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1459,Qh6#,Qh6#,Qh6#,Qh6#,Qh6#,Qh6#,Qh6#
1460,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1461,Qxf7#,Qxf7#,Qxf7#,Qxf7#,garbage,garbage,Qxf7#
1462,Rxa3#,Rxa3#,Rxa3#,Rxa3#,Rxa3#,Rxa3#,Rxa3#
1463,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1464,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1465,Qxb2#,Qxb2#,Qxb2#,Qxb2#,Qxb2#,garbage,Qxb2#
1466,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#
1467,Bxd5#,garbage,garbage,garbage,garbage,Bxd5#,Bxd5#
1468,garbage,garbage,Qxb2#,garbage,Qxb2#,Qxb2#,Qxb2#
1469,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
1470,Rc1#,garbage,Rc1#,Ra1#,Rc1#,Rc1#,Rc1#
1471,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1472,garbage,garbage,garbage,Qxd7#,Qxd7#,garbage,Qxd7#
1473,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1474,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1475,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1476,garbage,garbage,Rf7#,garbage,garbage,Rf7#,Rf7#
1477,Qf7#,Qf7#,Qg8#,Qg8#,Qf7#,Qf7#,Qf7#
1478,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#
1479,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#
1480,Qc4#,Qc4#,Qc4#,Qc4#,Qc4#,Qc4#,Qc4#
1481,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
1482,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1483,Qg1#,Qg1#,garbage,garbage,garbage,Qg1#,Qg1#
1484,Qg7#,Qg7#,Qh7#,Qh5#,Qg7#,Qh7#,Qg7#
1485,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1486,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1487,garbage,Bh7#,Bh7#,garbage,garbage,Qh7#,Bh7#
1488,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1489,Qxe2#,Qxe2#,garbage,Qxe2#,Qxe2#,Qxe2#,Qxe2#
1490,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1491,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1492,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1493,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1494,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#
1495,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1496,Qg2#,garbage,garbage,garbage,garbage,garbage,Qg2#
1497,Rxg4#,Rxg4#,garbage,Rxg4#,Rxg4#,Rxg4#,Rxg4#
1498,Rb8#,garbage,Rb8#,Rb8#,Rb8#,Rb8#,Rb8#
1499,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#
1500,garbage,Qxe8#,garbage,Qxe8#,garbage,Qxe8#,Qxe8#
1501,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1502,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#
1503,Qg1#,Qg1#,Qg1#,Qg1#,Qg1#,Qg1#,Qg1#
1504,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1505,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1506,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1507,garbage,Qe4#,Qe4#,garbage,garbage,Qe4#,Qe4#
1508,garbage,Qg2#,garbage,garbage,garbage,Qg2#,Qg2#
1509,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1510,garbage,Qg1#,garbage,Qg1#,garbage,garbage,Qg1#
1511,garbage,garbage,Qf4#,Qf4#,Rg2#,Qf4#,Qf4#
1512,Qe6#,Qe6#,garbage,Qf7#,Qe6#,Qf7#,Qe6#
1513,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#
1514,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
1515,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1516,Rg6#,Rg6#,garbage,Rg6#,garbage,garbage,Rg6#
1517,garbage,garbage,Qc4#,garbage,garbage,garbage,Qc4#
1518,Qf7#,Qxg7#,Qf7#,Qf7#,garbage,garbage,Qf7#
1519,Qxd8#,garbage,garbage,Qxd8#,garbage,Qxd8#,Qxd8#
1520,Qg2#,Qh2#,Qg2#,Qh2#,Qg2#,Qg2#,Qg2#
1521,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1522,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#
1523,Qe8#,garbage,Qe8#,garbage,garbage,garbage,Qe8#
1524,garbage,Ra2#,Rxa5#,Rxa5#,Ra4#,Rxa5#,Ra2#
1525,Qg7#,Rc8#,Rc8#,Qg7#,Qg7#,Rc8#,Qg7#
1526,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
1527,garbage,Qxf2#,Qe4#,Qxf2#,Qe4#,Re2#,Qxf2#
1528,Qf4#,Qd4#,Qf4#,Qd4#,garbage,Qf4#,Qf4#
1529,Qxh7#,Qxh7#,garbage,Nf7#,garbage,Nf7#,Qxh7#
1530,Qxb7#,Qxb7#,Qxb7#,Qxb7#,Qxb7#,Qxb7#,Qxb7#
1531,Qg1#,Qg1#,Qg1#,Qg1#,Qg1#,Qg1#,Qg1#
1532,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1533,garbage,Qxe1#,garbage,Qxe1#,Qxe1#,garbage,Qxe1#
1534,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
1535,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#
1536,Qg8#,Qg8#,Qg8#,Qc8#,Qg8#,Qc8#,Qg8#
1537,Rh5#,Rh5#,Rh5#,Rh5#,Rh5#,Rh5#,Rh5#
1538,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#
1539,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#
1540,garbage,Qd3#,Qhd4#,Qg3#,garbage,Qd3#,Qd3#
1541,Rxb2#,garbage,Rxb2#,Rxb2#,garbage,Rxb2#,Rxb2#
1542,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#
1543,garbage,garbage,Qf7#,Qf7#,garbage,garbage,Qf7#
1544,Qd2#,Qc1#,Qc1#,Qd2#,Qd2#,Qd2#,Qd2#
1545,garbage,garbage,garbage,garbage,Qb5#,Qb5#,Qb5#
1546,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#
1547,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1548,Qe6#,Qe6#,Qe6#,Qe6#,Qe6#,Qe6#,Qe6#
1549,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1550,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1551,Ne2#,garbage,garbage,garbage,Ne2#,garbage,Ne2#
1552,garbage,Qg2#,Qg2#,Qg2#,Qg2#,garbage,Qg2#
1553,Qd8#,Qc7#,Qd8#,Qd8#,Qc7#,Qc7#,Qd8#
1554,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1555,Qh7#,Qh7#,Qh7#,Qh7#,Ndf7#,Ndf7#,Qh7#
1556,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1557,Rf1#,Rf1#,Rf1#,Rf1#,Rf1#,Rf1#,Rf1#
1558,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#
1559,garbage,garbage,garbage,Rh8#,Rh8#,Rh8#,Rh8#
1560,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1561,Nf4#,Nf4#,Nf4#,Nf4#,Rf3#,garbage,Nf4#
1562,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
1563,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#,Qxd1#
1564,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1565,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1566,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1567,Bxf6#,Rg7#,Bxf6#,Bxf6#,Bxf6#,Bxf6#,Bxf6#
1568,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
1569,garbage,Rd1#,Rd1#,garbage,Rd1#,Rd1#,Rd1#
1570,Rxd1#,Qh2#,garbage,Qh2#,garbage,garbage,Rxd1#
1571,Qg2#,Qh2#,Qh2#,Qg2#,Qg2#,Qg2#,Qg2#
1572,Qf4#,garbage,garbage,garbage,Qf6#,garbage,Qf4#
1573,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1574,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#
1575,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1576,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#
1577,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#
1578,garbage,Qg2#,Qg2#,garbage,garbage,Qg2#,Qg2#
1579,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
1580,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
1581,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1582,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
1583,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1584,Rxd8#,Qxg7#,Rxd8#,Rxd8#,Qxg7#,Rxd8#,Rxd8#
1585,garbage,garbage,garbage,Qc7#,Qc7#,garbage,Qc7#
1586,Qa2#,Qa2#,Qa1#,Qe1#,Qe1#,Qa1#,Qa2#
1587,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1588,Qxe3#,Qxe3#,Rf1#,Rf1#,Rf1#,Qxe3#,Qxe3#
1589,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#
1590,garbage,Re4#,garbage,Qd1#,Qd1#,Qd3#,Re4#
1591,garbage,garbage,garbage,Qe5#,garbage,garbage,Qe5#
1592,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1593,Qd1#,Qd1#,garbage,Qd1#,Qd1#,Qd1#,Qd1#
1594,garbage,garbage,Qxd2#,garbage,garbage,garbage,Qxd2#
1595,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1596,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#
1597,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#,Rc8#
1598,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#
1599,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1600,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#
1601,garbage,garbage,garbage,garbage,garbage,Rh2#,Rh2#
1602,h6#,Qg6#,garbage,Qg6#,h6#,h6#,h6#
1603,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#
1604,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1605,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
1606,Rdf7#,Rdf7#,Rdf7#,Rdf7#,Rdf7#,Rdf7#,Rdf7#
1607,Bc5#,Rg8#,garbage,garbage,garbage,Bc5#,Bc5#
1608,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#
1609,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
1610,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#
1611,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#,Rxd1#
1612,Rh7#,Rh7#,Rf6#,Rf6#,garbage,Rf6#,Rh7#
1613,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
1614,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#
1615,garbage,Qe4#,garbage,garbage,Qe4#,Qe4#,Qe4#
1616,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#,Qxf8#
1617,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1618,Qxf4#,Qxf4#,Qxf4#,Qxf4#,Qxf4#,Qxf4#,Qxf4#
1619,Qg2#,Qg2#,Qg2#,garbage,Qg2#,Qg2#,Qg2#
1620,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#
1621,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1622,Qe2#,Qxf2#,Qxf2#,Qe2#,Qxf2#,Qe2#,Qe2#
1623,Qeg1#,garbage,Qg1#,Qeg1#,garbage,garbage,Qeg1#
1624,Qg4#,Qg4#,garbage,Qg4#,garbage,Qg4#,Qg4#
1625,Qxb7#,Qxb7#,garbage,Qxb7#,Qxb7#,garbage,Qxb7#
1626,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#
1627,garbage,Qd2#,garbage,Qd2#,garbage,Qd2#,Qd2#
1628,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
1629,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#,Qe8#
1630,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1631,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
1632,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#
1633,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
1634,garbage,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#
1635,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#,Qd1#
1636,garbage,garbage,Rf4#,garbage,garbage,Rf4#,Rf4#
1637,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#
1638,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#
1639,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
1640,Qxb6#,garbage,Qxb6#,Qxb6#,Qxb6#,garbage,Qxb6#
1641,Qc7#,Qc7#,Qc7#,garbage,Qc7#,Qc7#,Qc7#
1642,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#,Qxc2#
1643,Qc2#,Qc2#,Qc2#,Qc2#,Qc2#,Qc2#,Qc2#
1644,garbage,Qg6#,garbage,garbage,Qg6#,Qg6#,Qg6#
1645,Rxe1#,Qxe1#,Rxe1#,Qxe1#,Rxe1#,Rxe1#,Rxe1#
1646,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
1647,garbage,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
1648,g3#,g3#,Nf3#,Nf3#,g3#,g3#,g3#
1649,Rg1#,Rg1#,Rg1#,Rg1#,Rg1#,Rg1#,Rg1#
1650,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#,Rxe8#
1651,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1652,f6#,f6#,f6#,f6#,f6#,f6#,f6#
1653,garbage,garbage,garbage,garbage,garbage,garbage,garbage
1654,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#
1655,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#,Rxd8#
1656,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#
1657,Qxe2#,Qxe2#,Qxe2#,Qxe2#,Qxe2#,Qxe2#,Qxe2#
